"averaging","ppfd","replicate","species","instrument","Leak","LeakPct","CorrFact","CorrFactPct","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","PS2/1","S","K","Geometry","Tleaf2","Offset","Offset2","Qamb_in","f_farred","Q_modavg","Q_farred","state","period","Total","Tleaf2_mv","Tleaf2_j","Pump","AccH2O_hum","AccH2O_des","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","DIAG","oxygen","file_name","date_ymd","curve_identifier","ppfd_replicate","A","TleafCnd","Ci","Qin","C_i","A_net","PPFD","T_leaf","C","V_cmax_pred","J_max_pred","V_TPU_part","Ac","Aj","Ap","W_carbox","W_regen","W_tpu","A_model","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"none","1000","wt-5","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-21 ed aci mcgrath1","2023-03-21","1000 - wt-5 - mcgrath1","1000 - wt-5","33.2353657953308","300.1584","985.390301784446","999.987","985.390301784446","33.2353657953308","999.987","300.1584","981.627354825298","0.549200331324183","0.88882638114605","1","36.0881182962269","35.6469361658145","32.8541703020655","37.5431152373014","37.1019331068889","34.3091672431399","32.8541703020655","0.381195493265331","FALSE","FALSE","TRUE","Ap"
"none","1000","wt-5","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-21 ed aci mcgrath1","2023-03-21","1000 - wt-5 - mcgrath1","1000 - wt-5","32.0531594080297","300.233","1276.41871924608","1000.04","1276.41871924608","32.0531594080297","1000.04","300.233","1271.54441113741","0.614360112119508","0.912699128057552","1","40.5424148792932","36.64344693302","32.8541703020655","41.9974118203676","38.0984438740944","34.3091672431399","32.8541703020655","-0.801010894035777","FALSE","FALSE","TRUE","Ap"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","-1.76006722406735","300.1942","20.2043420129396","1200.04","20.2043420129396","-1.76006722406735","1200.04","300.1942","19.9753119122745","-0.0253938064495509","-0.19425275229749","1","-4.06229180787165","-10.3953753936523","34.484523906805","-2.70712519591013","-9.04020878169074","35.8396905187666","-4.06229180787165","2.3022245838043","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","-1.68635203315359","300.2126","29.8952275708038","1200.17","29.8952275708038","-1.68635203315359","1200.17","300.2126","29.5563446229917","-0.0124540531000879","-0.0878932418989693","1","-2.6828399958408","-5.44557587447469","34.484523906805","-1.32767338387928","-4.09040926251317","35.8396905187666","-2.6828399958408","0.996487962687206","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","-1.43664207490321","300.2103","38.4420943531867","1199.87","38.4420943531867","-1.43664207490321","1199.87","300.2103","38.0063267971906","-0.00130989445946802","-0.00866661006646767","1","-1.49480886300623","-1.75849662146575","34.484523906805","-0.139642251044709","-0.403330009504234","35.8396905187666","-1.49480886300623","0.0581667881030219","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","-1.03011229096054","300.1153","45.7473701679196","1200","45.7473701679196","-1.03011229096054","1200","300.1153","45.2287922905498","0.00802272097021256","0.0504401225895414","1","-0.499898611027257","0.992235078827399","34.484523906805","0.855268000934262","2.34740169078892","35.8396905187666","-0.499898611027257","-0.530213679933282","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","-0.383072662503123","300.133","51.3113054895466","1200.11","51.3113054895466","-0.383072662503123","1200.11","300.133","50.7296565819008","0.0150148590598954","0.0910091212803541","1","0.245503352773181","2.88025063531959","34.484523906805","1.6006699647347","4.23541724728111","35.8396905187666","0.245503352773181","-0.628576015276304","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","1.32857030707324","300.0575","63.870137474526","1199.98","63.870137474526","1.32857030707324","1199.98","300.0575","63.1461255761966","0.0304407341555155","0.170958548396973","1","1.88998998077354","6.60096761133406","34.484523906805","3.24515659273505","7.95613422329558","35.8396905187666","1.88998998077354","-0.561419673700297","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","2.73702709232593","300.089","76.9774201845439","1199.98","76.9774201845439","2.73702709232593","1199.98","300.089","76.1048282296802","0.0460332709058783","0.240662014275314","1","3.55224369562802","9.84485412977389","34.484523906805","4.90741030758954","11.2000207417354","35.8396905187666","3.55224369562802","-0.81521660330209","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","5.58126759511056","300.1373","100.676282735386","1200.02","100.676282735386","5.58126759511056","1200.02","300.1373","99.5350478882075","0.0729884604965168","0.340862331083357","1","6.42582127629996","14.5080147451201","34.484523906805","7.78098788826148","15.8631813570816","35.8396905187666","6.42582127629996","-0.844553681189403","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","8.17977185345374","300.2174","121.542669438929","1199.81","121.542669438929","8.17977185345374","1199.81","300.2174","120.164899759576","0.0954915193032947","0.409473258152536","1","8.82477621839976","17.7010562751615","34.484523906805","10.1799428303613","19.056222887123","35.8396905187666","8.82477621839976","-0.645004364946018","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","13.2869045951713","300.1847","166.239937639877","1200.13","166.239937639877","13.2869045951713","1200.13","300.1847","164.355493710555","0.140199772293011","0.517138083203406","1","13.5909320278502","22.711603026198","34.484523906805","14.9460986398117","24.0667696381595","35.8396905187666","13.5909320278502","-0.304027432678849","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","17.5002613332807","300.1457","211.729381042727","1200.01","211.729381042727","17.5002613332807","1200.01","300.1457","209.329283013159","0.181379847055229","0.592711059923684","1","17.9809638326422","26.2286470820726","34.484523906805","19.3361304446037","27.5838136940341","35.8396905187666","17.9809638326422","-0.480702499361509","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","28.8842740116147","300.1244","327.071623597247","1199.94","327.071623597247","28.8842740116147","1199.94","300.1244","323.364041987849","0.270028701445173","0.708422319217564","1","27.4314393958215","31.6136618632636","34.484523906805","28.786606007783","32.9688284752251","35.8396905187666","27.4314393958215","1.45283461579324","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","33.5178571250126","300.214","399.621109376504","1199.82","399.621109376504","33.5178571250126","1199.82","300.214","395.091129491498","0.316579250078447","0.752627258019498","1","32.3939944715615","33.6708881894026","34.484523906805","33.749161083523","35.0260548013641","35.8396905187666","32.3939944715615","1.12386265345108","TRUE","FALSE","FALSE","Ac"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","36.9355776836509","300.2219","577.85480651824","1200.06","577.85480651824","36.9355776836509","1200.06","300.2219","571.30442519813","0.409145937507684","0.819758737042713","1","42.2621334738596","36.7950786012024","34.484523906805","43.6173000858211","38.1502452131639","35.8396905187666","34.484523906805","2.45105377684585","FALSE","FALSE","TRUE","Ap"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","35.6991774017471","300.1013","785.970799306849","1199.92","785.970799306849","35.6991774017471","1199.92","300.1013","777.061280196066","0.489831501592152","0.863129712600128","1","50.8636766853205","38.8134936273339","34.484523906805","52.218843297282","40.1686602392954","35.8396905187666","34.484523906805","1.21465349494204","FALSE","FALSE","TRUE","Ap"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","34.5990250540601","300.1272","988.987571448284","1199.86","988.987571448284","34.5990250540601","1199.86","300.1272","977.776717716929","0.54980297242019","0.889149759362372","1","57.2569789276176","40.0244245019698","34.484523906805","58.6121455395791","41.3795911139313","35.8396905187666","34.484523906805","0.114501147255041","FALSE","FALSE","TRUE","Ap"
"none","1200","wt-6","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","1200 - wt-6 - mcgrath1","1200 - wt-6","33.155369264608","300.1177","1290.56502714518","1200.12","1290.56502714518","33.155369264608","1200.12","300.1177","1275.93558571657","0.616730171301296","0.913560374544941","1","64.3918016152944","41.1604550350249","34.484523906805","65.7469682272559","42.5156216469864","35.8396905187666","34.484523906805","-1.32915464219708","FALSE","FALSE","TRUE","Ap"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-3.1117577324594","300.1587","32.0023728200265","149.884","32.0023728200265","-3.1117577324594","149.884","300.1587","31.6187645411063","-0.0096606797255809","-0.0669499313270993","1","-3.06740926679843","0.928125245704019",NA,"-0.341577895907751","3.6539566165947","3000","-3.06740926679843","-0.0443484656609758","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-2.88273305590431","300.0472","41.0731841530504","149.856","41.0731841530504","-2.88273305590431","149.856","300.0472","40.5808452389539","0.00212204638806898","0.0137542353658676","1","-2.65080102511326","-3.47650248175066",NA,"0.07503034577742","-0.750671110859978","3000","-2.65080102511326","-0.231932030791057","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-2.42764983541751","300.1604","49.6754653629674","149.861","49.6754653629674","-2.42764983541751","149.861","300.1604","49.0800120233162","0.0130448781898683","0.0797654826323397","1","-2.26459653327679","-7.07922811473966",NA,"0.461234837613892","-4.35339674384898","3000","-2.26459653327679","-0.163053302140724","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-2.0428223849297","300.1587","58.1004536708985","150.133","58.1004536708985","-2.0428223849297","150.133","300.1587","57.4040110926398","0.0235132668133862","0.136377961943785","1","-1.8944600355211","-10.168992947376",NA,"0.831371335369578","-7.44316157648529","3000","-1.8944600355211","-0.148362349408602","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-1.6314726705949","300.1276","65.8997491640082","149.896","65.8997491640082","-1.6314726705949","149.896","300.1276","65.1098174454995","0.0330081865314879","0.18291177853061","1","-1.55874300615574","-12.7086900559824",NA,"1.16708836473494","-9.9828586850917","3000","-1.55874300615574","-0.0727296644391588","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-0.772471922565214","300.0854","82.2791398896859","150.149","82.2791398896859","-0.772471922565214","150.149","300.0854","81.2928705457963","0.0523595210962888","0.265973179945507","1","-0.874527367979804","-17.2419696466777",NA,"1.85130400291087","-14.516138275787","3000","-0.874527367979804","0.10205544541459","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","-0.0750730849450704","300.1808","98.7505552976185","150.175","98.7505552976185","-0.0750730849450704","150.175","300.1808","97.5668452404559","0.0710539327544361","0.334050831033622","1","-0.213538909526451","-20.9574743336101",NA,"2.51229246136423","-18.2316429627194","3000","-0.213538909526451","0.13846582458138","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","1.23350595005009","300.1924","126.041844708611","149.985","126.041844708611","1.23350595005009","149.985","300.1924","124.530997516357","0.10045638532589","0.422755339420254","1","0.826059562751932","-25.7987403202403",NA,"3.55189093364261","-23.0729089493497","3000","0.826059562751932","0.407446387298159","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","2.21424879481333","300.1926","154.104561451312","150","154.104561451312","2.21424879481333","150","300.1926","152.257330124918","0.128810200059353","0.492293471090331","1","1.82858077789677","-29.5939543150105",NA,"4.55441214878745","-26.8681229441198","3000","1.82858077789677","0.385668016916559","TRUE","FALSE","FALSE","Ac"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","4.04402174199452","300.0451","219.052695994249","150.007","219.052695994249","4.04402174199452","150.007","300.0451","216.426939829987","0.188042619830036","0.602983523542637","1","3.92289358915995","-35.635135262206",NA,"6.64872496005062","-32.9093038913153","3000","-35.635135262206","39.6791570042005","FALSE","TRUE","FALSE","Aj"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","5.3977411976574","300.191","289.400608891797","150.02","289.400608891797","5.3977411976574","150.02","300.191","285.931601449137","0.243736128844877","0.678827166305762","1","5.89207921226215","-39.7744879815835",NA,"8.61791058315283","-37.0486566106928","3000","-39.7744879815835","45.1722291792409","FALSE","TRUE","FALSE","Aj"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","8.52916190829147","300.0761","434.222351694883","150.117","434.222351694883","8.52916190829147","150.117","300.0761","429.017384865108","0.337311835372868","0.769483061193688","1","9.20068625150342","-44.7222556699571",NA,"11.9265176223941","-41.9964242990664","3000","-44.7222556699571","53.2514175782485","FALSE","TRUE","FALSE","Aj"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","9.14569091783811","300.0823","529.323933324667","150.103","529.323933324667","9.14569091783811","150.103","300.0823","522.978996210289","0.387111371264531","0.805529680765555","1","10.9614754682305","-46.689588294198",NA,"13.6873068391212","-43.9637569233073","3000","-46.689588294198","55.8352792120361","FALSE","TRUE","FALSE","Aj"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","9.93757170622943","300.1569","719.327829327775","149.909","719.327829327775","9.93757170622943","149.909","300.1569","710.705340234868","0.467117347670628","0.851822914139982","1","13.7902901952601","-49.216154984246",NA,"16.5161215661508","-46.4903236133553","3000","-49.216154984246","59.1537266904754","FALSE","TRUE","FALSE","Aj"
"none","150","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","150 - wt-1 - ripe5","150 - wt-1","10.3141187023973","300.1389","913.471725831295","149.928","913.471725831295","10.3141187023973","149.928","300.1389","902.522059112547","0.529830235378717","0.880813258297791","1","16.0076638002359","-50.7983740807114",NA,"18.7334951711266","-48.0725427098208","3000","-50.7983740807114","61.1124927831088","FALSE","TRUE","FALSE","Aj"
