"Ci","Cc","Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Pci","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","A","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","PCc","gmc_at_25","gmc_tl","drawdown_cm","drawdown_cs","alpha_g","alpha_old","alpha_s","alpha_t","Gamma_star_agt","J_at_25","RL_at_25","Tp_at_25","Vcmax_at_25","J_tl","RL_tl","Tp_tl","Vcmax_tl","Ac","Aj","Ap","Ad","A_fit","Wc","Wj","Wp","Wd","Vc","atp_use","nadph_use","curvature_cj","curvature_cjp","c3_assimilation_msg","c3_optional_arguments","Ca_atmospheric","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"68","68","420","Inf","25","1","21","1800","Curve 122","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.85971031558701","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","68","Inf","Inf","0","352",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","1.85971034703951","6.67476312796426",NA,"Inf","1.85971034703951","5.67190697787407","16.2150429414979",NA,"Inf","5.67190697787407","4","8","1","1","","",NA,"-3.14524970512764e-08","TRUE","FALSE","FALSE","Ac"
"81","81","420","Inf","25","1","21","1800","Curve 122","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.87539169711291","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","81","Inf","Inf","0","339",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","2.87539172978874","8.89297128276902",NA,"Inf","2.87539172978874","6.63001632865456","17.6938483780344",NA,"Inf","6.63001632865456","4","8","1","1","","",NA,"-3.26758344826317e-08","TRUE","FALSE","FALSE","Ac"
"107","107","420","Inf","25","1","21","1800","Curve 122","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","4.79700059756382","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","107","Inf","Inf","0","313",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","4.79700063255413","12.3728868693613",NA,"Inf","4.79700063255413","8.44270236342173","20.0137921024293",NA,"Inf","8.44270236342173","4","8","1","1","","",NA,"-3.49903173102462e-08","TRUE","FALSE","FALSE","Ac"
"132","132","420","Inf","25","1","21","1800","Curve 122","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6.51852375319544","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","132","Inf","Inf","0","288",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","6.51852379025925","14.8901153654011",NA,"Inf","6.51852379025925","10.0666441457529","21.6919444331225",NA,"Inf","10.0666441457529","4","8","1","1","","",NA,"-3.70638071345297e-08","TRUE","FALSE","FALSE","Ac"
"182","182","420","Inf","25","1","21","1800","Curve 122","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9.63749855716534","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","182","Inf","Inf","0","238",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","9.6374985979858","18.4489926383429",NA,"Inf","9.6374985979858","13.0088256003769","24.0645292817503",NA,"Inf","13.0088256003769","4","8","1","1","","",NA,"-4.08204616775265e-08","TRUE","FALSE","FALSE","Ac"
"240","240","420","Inf","25","1","21","1800","Curve 122","24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","12.798404204121","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","240","Inf","Inf","0","180",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","12.7984042487486","21.1568630658842",NA,"Inf","12.7984042487486","15.9905611252846","25.8697762334445",NA,"Inf","15.9905611252846","4","8","1","1","","",NA,"-4.46276136045753e-08","TRUE","FALSE","FALSE","Ac"
"388","388","420","Inf","25","1","21","1800","Curve 122","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","19.2072986759524","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","388","Inf","Inf","0","32",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","19.2072987282992","24.984893854606",NA,"Inf","19.2072987282992","22.0361792032708","28.421796759259",NA,"Inf","22.0361792032708","4","8","1","1","","",NA,"-5.23468166591101e-08","TRUE","FALSE","FALSE","Ac"
"473","473","420","Inf","25","1","21","1800","Curve 122","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","22.0997001606932","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","473","Inf","Inf","0","-53",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","22.0997002165238","26.2467487101016",NA,"Inf","22.0997002165238","24.76463023048","29.2630333295895",NA,"Inf","24.76463023048","4","8","1","1","","",NA,"-5.58305721654051e-08","TRUE","FALSE","FALSE","Ac"
"659","659","420","Inf","25","1","21","1800","Curve 122","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","27.0824379523203","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","659","Inf","Inf","0","-239",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","27.0824380141524","27.9869631047275",NA,"Inf","27.0824380141524","29.4649306962354","30.4231762593401",NA,"Inf","29.4649306962354","4","8","1","1","","",NA,"-6.18320328271693e-08","TRUE","FALSE","FALSE","Ac"
"853","853","420","Inf","25","1","21","1800","Curve 122","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","29.0578974369765","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","853","Inf","Inf","0","-433",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","30.9340420852915","29.0578976465351",NA,"Inf","29.0578976465351","33.0982136713292","31.1371326205451",NA,"Inf","31.1371326205451","4","8","1","1","","",NA,"-2.09558560726464e-07","FALSE","TRUE","FALSE","Aj"
"1044","1044","420","Inf","25","1","21","1800","Curve 122","104.4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","29.7491456700206","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","1044","Inf","Inf","0","-624",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","33.8459827279076","29.7491458837845",NA,"Inf","29.7491458837845","35.8450963118837","31.5979647787114",NA,"Inf","31.5979647787114","4","8","1","1","","",NA,"-2.13763939882483e-07","FALSE","TRUE","FALSE","Aj"
"1329","1329","420","Inf","25","1","21","1800","Curve 122","132.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","30.4306206381821","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","1329","Inf","Inf","0","-909",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656",NA,"56.9547542222127","37.1270200549772","30.4306208560919",NA,"Inf","30.4306208560919","38.9401540698748","32.0522814269164",NA,"Inf","32.0522814269164","4","8","1","1","","",NA,"-2.17909860822374e-07","FALSE","TRUE","FALSE","Aj"
"25","25","420","Inf","25","1","21","1800","Curve 123","2.5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.78784699260943","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","25","Inf","Inf","0","395",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","-1.78784692079133","-2.86840026955612",NA,"-0.921568448951105","-1.78784692079133","1.81315026634428","4.07478512834217",NA,"0","1.81315026634428","4","8","1","1","","",NA,"-7.18181076830859e-08","TRUE","FALSE","FALSE","Ac"
"33","33","420","Inf","25","1","21","1800","Curve 123","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.20410621031058","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","33","Inf","Inf","0","387",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","-1.20410615162313","-1.51635167436175",NA,"-0.921568448951105","-1.20410615162313","2.36380276315186","4.97615085847176",NA,"0","2.36380276315186","4","8","1","1","","",NA,"-5.86874453478714e-08","TRUE","FALSE","FALSE","Ac"
"41","41","420","Inf","25","1","21","1800","Curve 123","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.634606794180204","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","41","Inf","Inf","0","379",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","-0.634606748303075","-0.352596314060427",NA,"Inf","-0.634606748303075","2.90102113975331","5.7519877653393",NA,"Inf","2.90102113975331","4","8","1","1","","",NA,"-4.58771284295167e-08","TRUE","FALSE","FALSE","Ac"
"47","47","420","Inf","25","1","21","1800","Curve 123","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.216517458079276","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","47","Inf","Inf","0","373",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","-0.216517421606647","0.419140249582231",NA,"Inf","-0.216517421606647","3.29541184157467","6.26647880776774",NA,"Inf","3.29541184157467","4","8","1","1","","",NA,"-3.64726289170392e-08","TRUE","FALSE","FALSE","Ac"
"53","53","420","Inf","25","1","21","1800","Curve 123","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.194059329789258","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","53","Inf","Inf","0","367",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","0.194059357026375","1.11789289976197",NA,"Inf","0.194059357026375","3.68271583030866","6.73231390788757",NA,"Inf","3.68271583030866","4","8","1","1","","",NA,"-2.72371170062513e-08","TRUE","FALSE","FALSE","Ac"
"68","68","420","Inf","25","1","21","1800","Curve 123","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.18893352966244","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","68","Inf","Inf","0","352",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","1.18893353452086","2.6062303500542",NA,"Inf","1.18893353452086","4.62119739401263","7.72453887474906",NA,"Inf","4.62119739401263","4","8","1","1","","",NA,"-4.85842122088798e-09","TRUE","FALSE","FALSE","Ac"
"81","81","420","Inf","25","1","21","1800","Curve 123","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.01646195757866","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","81","Inf","Inf","0","339",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","2.01646194382266","3.66294263789054",NA,"Inf","2.01646194382266","5.40181887674813","8.42901373330662",NA,"Inf","5.40181887674813","4","8","1","1","","",NA,"1.37559998947268e-08","TRUE","FALSE","FALSE","Ac"
"107","107","420","Inf","25","1","21","1800","Curve 123","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.58209663532668","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","107","Inf","Inf","0","313",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","3.5820965863533","5.32070841294648",NA,"Inf","3.5820965863533","6.87870839780458","9.53419091667724",NA,"Inf","6.87870839780458","4","8","1","1","","",NA,"4.8973377353434e-08","TRUE","FALSE","FALSE","Ac"
"132","132","420","Inf","25","1","21","1800","Curve 123","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","4.98471105409348","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","132","Inf","Inf","0","288",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","4.9847109735697","6.51986831924082",NA,"Inf","4.9847109735697","8.20181816702546","10.3336308542068",NA,"Inf","8.20181816702546","4","8","1","1","","",NA,"8.05237787560031e-08","TRUE","FALSE","FALSE","Ac"
"182","182","420","Inf","25","1","21","1800","Curve 123","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7.52590198580271","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","182","Inf","Inf","0","238",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","7.5259018481174","8.21524994385217",NA,"Inf","7.5259018481174","10.598966308534","11.4638852706144",NA,"Inf","10.598966308534","4","8","1","1","","",NA,"1.37685314705038e-07","TRUE","FALSE","FALSE","Ac"
"240","240","420","Inf","25","1","21","1800","Curve 123","24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9.50522797989872","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","240","Inf","Inf","0","180",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","10.1012559597076","9.50522805003373",NA,"Inf","9.50522805003373","13.0283412067985","12.3238706747354",NA,"Inf","12.3238706747354","4","8","1","1","","",NA,"-7.01350106879772e-08","FALSE","TRUE","FALSE","Aj"
"388","388","420","Inf","25","1","21","1800","Curve 123","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.3288292307504","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","388","Inf","Inf","0","32",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","15.3229153738931","11.3288293039991",NA,"Inf","11.3288293039991","17.954020456506","13.5396048440457",NA,"Inf","13.5396048440457","4","8","1","1","","",NA,"-7.32486729049242e-08","FALSE","TRUE","FALSE","Aj"
"473","473","420","Inf","25","1","21","1800","Curve 123","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.9299529468017","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","473","Inf","Inf","0","-53",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","17.6795051896224","11.9299530210767",NA,"Inf","11.9299530210767","20.1770313108477","13.9403539887641",NA,"Inf","13.9403539887641","4","8","1","1","","",NA,"-7.42750465576592e-08","FALSE","TRUE","FALSE","Aj"
"659","659","420","Inf","25","1","21","1800","Curve 123","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","12.7589580729202","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","659","Inf","Inf","0","-239",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","21.7392006351355","12.7589581486107",NA,"Inf","12.7589581486107","24.006610383311","14.4930240737867",NA,"Inf","14.4930240737867","4","8","1","1","","",NA,"-7.56905098597827e-08","FALSE","TRUE","FALSE","Aj"
"853","853","420","Inf","25","1","21","1800","Curve 123","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13.2691309732465","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","853","Inf","Inf","0","-433",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","24.8773026466371","13.2691310498081",NA,"Inf","13.2691310498081","26.9668348513271","14.8331393412517",NA,"Inf","14.8331393412517","4","8","1","1","","",NA,"-7.65615943976172e-08","FALSE","TRUE","FALSE","Aj"
"1044","1044","420","Inf","25","1","21","1800","Curve 123","104.4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13.5984285206463","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","1044","Inf","Inf","0","-624",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","27.2498120269339","13.5984285977702",NA,"Inf","13.5984285977702","29.204862898985","15.052671039893",NA,"Inf","15.052671039893","4","8","1","1","","",NA,"-7.71238397589968e-08","FALSE","TRUE","FALSE","Aj"
"1329","1329","420","Inf","25","1","21","1800","Curve 123","132.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13.9230702700245","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","1329","Inf","Inf","0","-909",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105",NA,"46.4039983051645","29.923043658669","13.9230703477026",NA,"Inf","13.9230703477026","31.7265673101015","15.2690988731813",NA,"Inf","15.2690988731813","4","8","1","1","","",NA,"-7.76781448053043e-08","FALSE","TRUE","FALSE","Aj"
"25","25","420","Inf","25","1","21","1800","Curve 124","2.5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-2.44890951110306","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","25","Inf","Inf","0","395",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","-2.4489095618682","-2.98867791665031",NA,"-1.14141900133734","-2.4489095618682","2.73662215457482","3.86637565538432",NA,"0","2.73662215457482","4","8","1","1","","",NA,"5.07651409797916e-08","TRUE","FALSE","FALSE","Ac"
"33","33","420","Inf","25","1","21","1800","Curve 124","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.56785848371374","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","33","Inf","Inf","0","387",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","-1.56785852540055","-1.70578136905175",NA,"-1.14141900133734","-1.56785852540055","3.56773243275042","4.72164002045003",NA,"0","3.56773243275042","4","8","1","1","","",NA,"4.16868126684733e-08","TRUE","FALSE","FALSE","Ac"
"41","41","420","Inf","25","1","21","1800","Curve 124","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.708302220224166","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","41","Inf","Inf","0","379",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","-0.708302253054132","-0.601547586859007",NA,"Inf","-0.708302253054132","4.37856633799338","5.45779587524519",NA,"Inf","4.37856633799338","4","8","1","1","","",NA,"3.2829965856962e-08","TRUE","FALSE","FALSE","Ac"
"47","47","420","Inf","25","1","21","1800","Curve 124","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.0772720604645634","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","47","Inf","Inf","0","373",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","-0.0772720867924097","0.13071764138185",NA,"Inf","-0.0772720867924097","4.97382771935631","5.94597269407243",NA,"Inf","4.97382771935631","4","8","1","1","","",NA,"2.63278463474848e-08","TRUE","FALSE","FALSE","Ac"
"53","53","420","Inf","25","1","21","1800","Curve 124","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.542419267849348","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","53","Inf","Inf","0","367",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","0.542419247906786","0.793731800582283",NA,"Inf","0.542419247906786","5.55839298997871","6.38798213353938",NA,"Inf","5.55839298997871","4","8","1","1","","",NA,"1.9942562268227e-08","TRUE","FALSE","FALSE","Ac"
"68","68","420","Inf","25","1","21","1800","Curve 124","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.04400175531832","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","68","Inf","Inf","0","352",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","2.04400175084803","2.20594655634485",NA,"Inf","2.04400175084803","6.97486104922596","7.32945863738109",NA,"Inf","6.97486104922596","4","8","1","1","","",NA,"4.47029213646033e-09","TRUE","FALSE","FALSE","Ac"
"81","81","420","Inf","25","1","21","1800","Curve 124","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.20861210757614","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","81","Inf","Inf","0","339",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","3.29300610557334","3.20861210452754",NA,"Inf","3.20861210452754","8.15306788825327","7.99790233616955",NA,"Inf","7.99790233616955","4","8","1","1","","",NA,"3.04859515409817e-09","FALSE","TRUE","FALSE","Aj"
"107","107","420","Inf","25","1","21","1800","Curve 124","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","4.78158957329989","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","107","Inf","Inf","0","313",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","5.65604822527464","4.78158958263405",NA,"Inf","4.78158958263405","10.3821653095781","9.04655398824056",NA,"Inf","9.04655398824056","4","8","1","1","","",NA,"-9.33415567061502e-09","FALSE","TRUE","FALSE","Aj"
"132","132","420","Inf","25","1","21","1800","Curve 124","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5.91941708716372","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","132","Inf","Inf","0","288",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","7.77304077555064","5.91941710545504",NA,"Inf","5.91941710545504","12.3791600289869","9.80510567012122",NA,"Inf","9.80510567012122","4","8","1","1","","",NA,"-1.82913293400588e-08","FALSE","TRUE","FALSE","Aj"
"182","182","420","Inf","25","1","21","1800","Curve 124","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7.52808649718686","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","182","Inf","Inf","0","238",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734",NA,"70.0384365156929","11.6085084559608","7.52808652814191",NA,"Inf","7.52808652814191","15.9972212749954","10.8775519519125",NA,"Inf","10.8775519519125","4","8","1","1","","",NA,"-3.09550545196657e-08","FALSE","TRUE","FALSE","Aj"
