"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","gmc_at_25","gmc_tl","drawdown_cm","alpha_g","alpha_old","alpha_s","alpha_t","Gamma_star_agt","J_at_25","RL_at_25","Tp_at_25","Vcmax_at_25","J_tl","RL_tl","Tp_tl","Vcmax_tl","atp_use","nadph_use","curvature_cj","curvature_cjp","c3_assimilation_msg","c3_optional_arguments","Ca_atmospheric","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC","gmc_tl_avg","J_tl_avg","RL_tl_avg","Tp_tl_avg","Vcmax_tl_avg","convergence","convergence_msg","feval","optimizer","operating_Ci","operating_Cc","operating_An","operating_An_model","optimum_val","alpha_g_lower","alpha_g_upper","alpha_old_lower","alpha_old_upper","alpha_s_lower","alpha_s_upper","alpha_t_lower","alpha_t_upper","Gamma_star_lower","Gamma_star_upper","gmc_at_25_lower","gmc_at_25_upper","J_at_25_lower","J_at_25_upper","RL_at_25_lower","RL_at_25_upper","Tp_at_25_lower","Tp_at_25_upper","Vcmax_at_25_lower","Vcmax_at_25_upper","gmc_tl_avg_lower","gmc_tl_avg_upper","J_tl_avg_lower","J_tl_avg_upper","RL_tl_avg_lower","RL_tl_avg_upper","Tp_tl_avg_lower","Tp_tl_avg_upper","Vcmax_tl_avg_lower","Vcmax_tl_avg_upper","n_Ac_limiting","n_Aj_limiting","n_Ap_limiting","n_Ad_limiting","Vcmax_trust","J_trust","alpha_g_trust","alpha_old_trust","alpha_s_trust","alpha_t_trust","Tp_trust","remove_unreliable_param"
"420","Inf","25","1","21","1800","Curve 42","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0","0","89.7406591140665","1.85083287345478","15.9407942399196","44.4374233128037","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","89.7406585925853","1.85083271465101",NA,"44.4374223024974","89.8321621894442","1.85281223354755","37.5654650986694","44.4949340365365","4","8","1","1","","",NA,"17","5","12","2.60957188063082e-13","1.53504228272401e-14","1.23896823313756e-07","1.47466716036502e-07","-480.485857254682","Inf","89.8321621894442","1.85281223354755",NA,"44.4949340365365",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-246.242928627341",NA,NA,"-14.7292352360952","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"89.7406585925853","89.7406585925853","1.85083271465101","1.85083271465101","6.48667441274269","Inf","44.4374223024974","44.4374223024974",NA,NA,"89.8321621894442","89.8321621894442","1.85281223354755","1.85281223354755","6.49272483223968","Inf","44.4949340365365","44.4949340365365","13","4","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 43","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","187.987413471285","1.95488155565225","10.1750205360539","98.356516530388","Inf","Inf","0","0","2.48174442730408e-05","0","0","36.9443833189131",NA,"1.95483030588832","10.1749832243211","98.3566113639242","162.840285969781","1.95692105320406","10.1844738990436","98.4839063099552","4","8","1","1","","",NA,"17","5","12","9.47850362351153e-08","5.57559036677149e-09","7.46698758989962e-05","8.88749290834763e-05","-262.83883957801","Inf",NA,"1.95692105320406","10.1844738990436","98.4839063099552",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-137.419419789005",NA,NA,"2.48174442730408e-05","2.48174442730408e-05",NA,NA,NA,NA,NA,NA,NA,NA,"160.633547815731","Inf","1.95483030588832","1.95495237620082","10.1749221891648","10.1749832243211","98.3555737662672","98.3567944693931",NA,NA,"160.797336979214","Inf","1.95692105320406","1.95704325407428","10.184412806957","10.1844738990436","98.4828673694201","98.4840896524025","11","0","6","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 44","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","163.860764301079","1.2171618671692","13.5299045078643","29.2974137306446","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"1.21716187300908",NA,"29.2974137602964","115.49954619999","1.21846366268932","8.94842582110335","29.3353310151891","4","8","1","1","","",NA,"17","5","12","8.02531318173737e-16","4.72077245984551e-17","6.87078777131525e-09","8.17787318609255e-09","-578.819650216101","Inf",NA,"1.21846366268932",NA,"29.3353310151891",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-295.40982510805",NA,NA,"-4.39188303457218","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"84.6008444112908","Inf","1.21716187300908","1.21716187300908","2.63426143400623","Inf","29.2974137602964","29.2974137602964",NA,NA,"84.6871072232908","Inf","1.21846366268932","1.21846366268932","2.63671853077514","Inf","29.3353310151891","29.3353310151891","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 45","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","Inf","Inf","0","0","1.36200109085237e-05","0","0","36.9443833189131",NA,"2.38074834966769","4.46987079666795","60.1821937606723","196.520304944137","2.38329462859867","4.47404005069496","60.2600826692119","4","8","1","1","","",NA,"17","5","12","3.1990385075195e-08","1.88178735736441e-09","4.33795730426708e-05","5.16320193574967e-05","-281.303834296827","Inf",NA,"2.38329462859867","4.47404005069496","60.2600826692119",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-146.651917148414",NA,NA,"1.36200109085237e-05","1.36200109085237e-05",NA,NA,NA,NA,NA,NA,NA,NA,"82.9083177403741","Inf","2.38074834966769","2.38074834966769","4.46987079666795","4.46987079666795","60.180938960698","60.1822547958286",NA,NA,"82.9928547763368","Inf","2.38329462859867","2.38329462859867","4.47404005069496","4.47404005069496","60.2588262452522","60.2601437833611","10","0","7","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 46","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0","0","0","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","52.3529945205548","1.81109801771233",NA,"66.188671302656","52.4063759797517","1.81303503920604","36.253422270955","66.2743339055507","4","8","1","1","","",NA,"17","5","12","1.4487353033346e-16","8.52197237255646e-18","2.91924174616568e-09","3.47459266597611e-09","-607.922115503231","Inf","52.4063759797517","1.81303503920604",NA,"66.2743339055507",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-309.961057751615",NA,NA,"-9.581402595865","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"52.3529945205548","52.3529945205548","1.81109801771233","1.81109801771233","1.17662200850499","Inf","66.188671302656","66.188671302656",NA,NA,"52.4063759797517","52.4063759797517","1.81303503920604","1.81303503920604","1.17771949795611","Inf","66.2743339055507","66.2743339055507","5","12","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 47","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","22.5019438702956","1.39193235689486",NA,NA,"22.5248878605976","1.3934210686414","12.3228655953623","387.599182590106","4","8","1","1","","",NA,"17","5","12","8.89145269630681e-16","5.23026629194518e-17","7.23205800028262e-09","8.60787076668151e-09","-577.077324464937","Inf","22.5248878605976","1.3934210686414",NA,NA,NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-294.538662232468",NA,NA,"-5.96517805095809","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"22.5019438702956","22.5019438702956","1.39193235689486","1.39193235689486","1.392564825233","Inf","36.3878317334044","Inf",NA,NA,"22.5248878605976","22.5248878605976","1.3934210686414","1.3934210686414","1.39386373447883","Inf","36.4349255384111","Inf","0","17","0","0","0","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 48","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2","15","0","0","0","0","77.6282839977881","2.41937016558135","6.6296787163429","113.300623141695","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","77.6282826508939","2.41936991956784",NA,"113.300682607448","77.7074359264763","2.42195750538021","65.7002456245462","113.447318446949","4","8","1","1","","",NA,"17","5","12","9.96228480964374e-13","5.86016753508455e-14","2.42077829118748e-07","2.8813024846476e-07","-457.712312726277","Inf","77.7074359264763","2.42195750538021",NA,"113.447318446949",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-234.856156363138",NA,NA,"-10.1373538655617","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"77.6282826508939","77.6282826508939","2.41936991956784","2.41936991956784","1.97796045238653","Inf","113.300621572292","113.300682607448",NA,NA,"77.7074359264763","77.7074359264763","2.42195750538021","2.42195750538021","1.97980538705165","Inf","113.4472573328","113.447318446949","2","15","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 49","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","165.666848574136","0.981273097358644","11.2775105879828","33.7785505043576","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"0.981273096957967",NA,"33.7785505138354","101.407773892297","0.982322596798077","6.01602230547378","33.8222673388158","4","8","1","1","","",NA,"17","5","12","1.90812390466802e-16","1.1224258262753e-17","3.35026241699856e-09","3.98760987797203e-09","-603.239813336369","Inf",NA,"0.982322596798077",NA,"33.8222673388158",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-307.619906668184",NA,NA,"2.29896736047964","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"97.540748267476","Inf","0.981273096957967","0.981273096957967","3.79649304190386","Inf","33.7785505138354","33.7785505138354",NA,NA,"97.6402051852962","Inf","0.982322596798077","0.982322596798077","3.80003420553554","Inf","33.8222673388158","33.8222673388158","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 50","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","20.7351866559591","1.38782163587865","13.1944853028655","102.184344941168","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","20.7351866869803","1.38782164590283",NA,NA,"20.7563292124883","1.38930596112556","95.8914173444841","63.1777699317584","4","8","1","1","","",NA,"17","5","12","8.42499900449065e-16","4.95588176734744e-17","7.03980238880854e-09","8.37904081846019e-09","-577.993404927067","Inf","20.7563292124883","1.38930596112556",NA,NA,NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-294.996702463533",NA,NA,"-49.5715085994387","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"20.7351866869803","20.7351866869803","1.38782164590283","1.38782164590283","1.08561891734573","Inf","33.5308136097855","Inf",NA,NA,"20.7563292124883","20.7563292124883","1.38930596112556","1.38930596112556","1.08663152402919","Inf","33.5742098090816","Inf","0","17","0","0","0","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 51","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","5","3","0","0","0","156.460543251201","0.959673549288418","11.4799934792519","114.946847799816","Inf","Inf","0","0","0.00066847246414433","0","0","36.9443833189131","156.462018364317","0.960415269545164","11.4802470878393","114.953002850805","156.621554049442","0.961442461338103","11.4909552421863","115.101777153732","4","8","1","1","","",NA,"17","5","12","1.4752840719773e-05","8.67814159986645e-07","0.000931565435160969","0.00110878464695107","-177.029990063359","Inf","156.621554049442","0.961442461338103","11.4909552421863","115.101777153732",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-94.5149950316793",NA,NA,"-0.000538340045240857","0.000790542776644331",NA,NA,NA,NA,NA,NA,NA,NA,"156.458926834838","156.467518738715","0.95992698829516","0.960781480482667","11.4786598639219","11.4803401278395","114.94576947487","114.959968186077",NA,NA,"156.618459367701","156.627060032268","0.960953657857239","0.961809063948751","11.4893665377922","11.4910483689692","115.094534416229","115.10875150367","10","5","3","0","2","2","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 52","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","0","8","0","0","0","178.114998977631","0.54018163130153","4.25324213741347","76.7479172494495","Inf","Inf","0","0","8.65699145772066e-06","0","0","36.9443833189131",NA,"0.540323246557718","4.25327260044172","76.7490641739423","103.87378439481","0.540901137832459","4.25723982337142","76.848394232659","4","8","1","1","","",NA,"17","5","12","1.16408315488472e-07","6.84754796991009e-09","8.27499122048483e-05","9.8492095913188e-05","-259.345468430034","Inf",NA,"0.540901137832459","4.25723982337142","76.848394232659",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-135.672734215017",NA,NA,"-7e-06","8.65699145772066e-06",NA,NA,NA,NA,NA,NA,NA,NA,"90.0283814222184","Inf","0.540201176245218","0.540323246557718","4.25327260044172","4.25327260044172","76.7484538223796","76.7503929618678",NA,NA,"90.1201783941674","Inf","0.540778936962244","0.540901137832459","4.25723982337142","4.25723982337142","76.8477830911679","76.8497247403264","9","0","8","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 53","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0","0","100.411179834139","2.23705844125012","8.15269797496498","119.838146443595","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","100.411179740906","2.23705842047539",NA,"119.838147810628","100.513563479284","2.23945101888849","20.7063619725784","119.993244558538","4","8","1","1","","",NA,"17","5","12","1.30910245354632e-14","7.70060266791955e-16","2.7749959761988e-08","3.30290585891969e-08","-531.357159061339","Inf","100.513563479284","2.23945101888849",NA,"119.993244558538",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-271.67857953067",NA,NA,"-2.90914906679939","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"100.411179740906","100.411179740906","2.23705842047539","2.23705842047539","2.18652426270949","Inf","119.838147810628","119.838147810628",NA,NA,"100.513563479284","100.513563479284","2.23945101888849","2.23945101888849","2.18856373443074","Inf","119.993244558538","119.993244558538","6","11","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 54","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","182.245476112282","1.15457853371045","8.81778024746105","99.1274607584346","Inf","Inf","0","0","3.64319514749963e-05","0","0","36.9443833189131",NA,"1.15458142289675","8.8177139653685","99.127073209036","361.422040153302","1.15581628098313","8.82593865264279","99.2553653010405","4","8","1","1","","",NA,"17","5","12","6.19821338269485e-08","3.64600787217344e-09","6.03821817440662e-05","7.18691715474193e-05","-270.059850897668","Inf",NA,"1.15581628098313","8.82593865264279","99.2553653010405",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-141.029925448834",NA,NA,"3.64319514749963e-05","3.64319514749963e-05",NA,NA,NA,NA,NA,NA,NA,NA,"145.635941334401","Inf","1.1545203877405","1.15458142289675","8.8177139653685","8.8177139653685","99.1269511387234","99.1279887363804",NA,NA,"145.78443826626","Inf","1.15575518054802","1.15581628098313","8.82593865264279","8.82593865264279","99.2552430727423","99.2562820132773","11","0","6","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 55","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","Inf","Inf","0","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007","800.69947799582","2.24954761578334","2.05098392528903","48.62943142481","4","8","1","1","","",NA,"17","5","12","3.56360244718733e-09","2.09623673363961e-10","1.44783864212819e-05","1.72327267313953e-05","-318.613112686194","Inf",NA,"2.24954761578334","2.05098392528903","48.62943142481",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-165.306556343097",NA,NA,"3.31348756638265e-06","3.31348756638265e-06",NA,NA,NA,NA,NA,NA,NA,NA,"53.2541320420061","Inf","2.24714423030613","2.24714423030613","2.04907266099704","2.04907266099704","48.5659042773817","48.566636699257",NA,NA,"53.3084323414006","Inf","2.24954761578334","2.24954761578334","2.05098392528903","2.05098392528903","48.6287591691699","48.6294925389591","8","0","9","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 56","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","Inf","Inf","0","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562","100.27342399384","0.889150811769776","6.42487991422669","50.0813158220472","4","8","1","1","","",NA,"17","5","12","1.31946843340204e-06","7.76157902001198e-08","0.000278596105859576","0.000331595691744484","-218.071503995483","Inf",NA,"0.889150811769776","6.42487991422669","50.0813158220472",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-115.035751997741",NA,NA,"0.000203460536277469","0.000386566005027469",NA,NA,NA,NA,NA,NA,NA,NA,"96.5986945469625","Inf","0.888078785060235","0.888383960841487","6.4188927178333","6.41913685845831","50.0152854039109","50.0174989618003",NA,NA,"96.6971909045951","Inf","0.88902861089956","0.8893341130751","6.42487991422669","6.42512428257289","50.0800161115667","50.0822325342837","12","0","5","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 57","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581","77.8586412222756","726.341509752958","4","8","1","1","","",NA,"17","5","12","6.23025960856985e-16","3.66485859327638e-17","6.0538075566344e-09","7.20547223097941e-09","-583.123755969351","Inf","43.7435270561344","0.667160146085581",NA,NA,NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-297.561877984675",NA,NA,"-19.1646320755999","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"43.698969628512","43.698969628512","0.666447361437312","0.666447361437312","1.30216173684988","Inf","70.6654129186853","Inf",NA,NA,"43.7435270561344","43.7435270561344","0.667160146085581","0.667160146085581","1.30337632297823","Inf","70.7568694033994","Inf","0","17","0","0","0","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 58","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","155.19294238307","1.37669873244828","15.4094205160998","37.0249998884974","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"1.37669868786247",NA,"37.0249997386366","108.843112540051","1.37817110676121","55.8573006087817","37.0729181782633","4","8","1","1","","",NA,"17","5","12","2.21364559299642e-14","1.30214446646848e-15","3.6085238899978e-08","4.29500251551772e-08","-522.427076169861","Inf",NA,"1.37817110676121",NA,"37.0729181782633",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-267.21353808493",NA,NA,"-26.2014669850612","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"106.915422043693","Inf","1.37669868786247","1.37669868786247","4.21441308687082","Inf","37.0249997386366","37.0249997386366",NA,NA,"107.024437798983","Inf","1.37817110676121","1.37817110676121","4.21834406374536","Inf","37.0729181782633","37.0729181782633","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 59","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0","0","197.766620524414","1.99266127483454","13.0077902130783","78.8977880420862","Inf","Inf","0","0","0.000269142616872325","0","0","36.9443833189131",NA,"1.99247297064226","13.0073592114822","78.8972580728306","208.66352396571","1.99460397787214","13.0194917735271","78.9993683638329","4","8","1","1","","",NA,"17","5","12","4.24186363663167e-07","2.49521390390098e-08","0.000157962460853868","0.000188012934764067","-237.363296722795","Inf",NA,"1.99460397787214","13.0194917735271","78.9993683638329",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-124.681648361398",NA,NA,"0.000208107460622325","0.000269142616872325",NA,NA,NA,NA,NA,NA,NA,NA,"181.621135620198","Inf","1.99247297064226","1.99271711126726","13.007298176326","13.0074202466385","78.8968308267366","78.897563248612",NA,NA,"181.806324668679","Inf","1.99460397787214","1.99484837961258","13.0194306814406","13.0195528656137","78.9989405647892","78.9996739345785","14","0","3","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 60","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","86.2565711016534","0.714492705143057","6.68821660261601","26.0023044870468","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"0.714492702688669",NA,"26.0023044834338","933.907987689632","0.715256873213221","12.065239731388","26.0359571469406","4","8","1","1","","",NA,"17","5","12","5.74379180360111e-17","3.37870106094183e-18","1.83812433228599e-09","2.18780556029726e-09","-623.649775646913","Inf",NA,"0.715256873213221",NA,"26.0359571469406",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-317.824887823456",NA,NA,"-8.13330407201989","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"75.0857149573593","Inf","0.714492702688669","0.714492702688669","3.94484388973916","Inf","26.0023044834338","26.0023044834338",NA,NA,"75.1622757169868","Inf","0.715256873213221","0.715256873213221","3.94852342702813","Inf","26.0359571469406","26.0359571469406","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 61","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0","0","0","189.98258518579","1.64540192956571","9.9105278134346","62.518769919523","Inf","Inf","0","0","0.000290934274189455","0","0","36.9443833189131",NA,"1.64540062144246","9.91012262672215","62.5191312027077","513.171831374436","1.6471604247984","9.91936625378635","62.6000446189183","4","8","1","1","","",NA,"17","5","12","4.55584103656429e-07","2.67990649209664e-08","0.000163704199460388","0.00019484697064971","-236.149370168841","Inf",NA,"1.6471604247984","9.91936625378635","62.6000446189183",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-124.07468508442",NA,NA,"0.000290934274189455","0.000351969430439455",NA,NA,NA,NA,NA,NA,NA,NA,"140.101427428093","Inf","1.64533958628621","1.64546165659871","9.91012262672215","9.91024469703465","62.5181546402073","62.5193753433328",NA,NA,"140.244281121567","Inf","1.64709932436329","1.64722152523351","9.91936625378635","9.91948843795945","62.5990667925326","62.6002890755147","13","0","4","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 62","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","105.377234338061","1.69500742103206","2.63406912194565","35.6040373351425","Inf","Inf","0","0","2.16104203127807e-05","0","0","36.9443833189131",NA,"1.69491705848079","2.63402251644895","35.6031436635799","285.362143626589","1.69672982109233","2.63647939036847","35.6492219107698","4","8","1","1","","",NA,"17","5","12","5.31667207100679e-08","3.12745415941576e-09","5.59236457986759e-05","6.65624523224041e-05","-272.667880897294","Inf",NA,"1.69672982109233","2.63647939036847","35.6492219107698",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-142.333940448647",NA,NA,"-1e-06","2.16104203127807e-05",NA,NA,NA,NA,NA,NA,NA,NA,"48.8562181816726","Inf","1.69491705848079","1.69497809363704","2.63402251644895","2.63402251644895","35.6028384877986","35.6037540151426",NA,NA,"48.9060341710208","Inf","1.69672982109233","1.69679092152744","2.63647939036847","2.63647939036847","35.6489163400244","35.6498330522607","10","0","7","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 63","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","63.4832221706631","1.00944461387815","11.182317646388","42.6697156231385","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","63.4832215884476","1.00944463298953",NA,"42.6697176446281","63.5479519259182","1.01052426309883","3.44263676331762","42.7249415825964","4","8","1","1","","",NA,"17","5","12","5.69408364679108e-13","3.34946096870064e-14","1.83015326371882e-07","2.17831809101867e-07","-467.2217517272","Inf","63.5479519259182","1.01052426309883",NA,"42.7249415825964",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-239.6108758636",NA,NA,"3.42914099534975","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"63.4832215884476","63.4832215884476","1.00944463298953","1.00944463298953","2.26828082299868","Inf","42.6697176446281","42.6697176446281",NA,NA,"63.5479519259182","63.5479519259182","1.01052426309883","1.01052426309883","2.27039655282307","Inf","42.7249415825964","42.7249415825964","11","6","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 64","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","46.5368843053235","0.780152991041541","7.01139610361308","93.1174149924191","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","46.5368843374015","0.780152995854337",NA,NA,"46.5843354300306","0.780987391953597","83.1440429362758","478.981736036283","4","8","1","1","","",NA,"17","5","12","1.57712825773892e-16","9.27722504552305e-18","3.04585374657469e-09","3.62529108916204e-09","-606.478566221377","Inf","46.5843354300306","0.780987391953597",NA,NA,NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-309.239283110689",NA,NA,"-19.2171797079474","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"46.5368843374015","46.5368843374015","0.780152995854337","0.780152995854337","1.73243758398282","Inf","75.2546017486775","Inf",NA,NA,"46.5843354300306","46.5843354300306","0.780987391953597","0.780987391953597","1.73405350817887","Inf","75.3519976464757","Inf","0","17","0","0","0","2","0","0","0","0","0","2"
